company_id,rank,offer_product,prob,expected_revenue
comp_0447816763a3,2,Тарифы Webinar СМБ,0.12943028991232206,1493.5563782956758
comp_0447816763a3,3,Enterprise-100,0.044851357608896206,665.8413443775802
comp_0452319680d9,1,Тарифы Webinar СМБ,0.970950032015634,11204.244495671808
comp_0452319680d9,2,Расширения,0.016114259469827565,201.39966758504147
comp_0452319680d9,3,Общие Тарифы Webinar Enterprise,0.0027599681201501596,163.32517228653296
comp_05104753638a,1,Доски,0.5926181507256751,9497.008221578293
comp_05104753638a,2,МТС Линк. Корпорация,0.11275247734745143,2916.0123451927097
comp_05104753638a,3,Расширения,0.10874728064768403,1359.1481640363052
comp_0521b99d783a,1,Тарифы Webinar СМБ,0.6663738280324828,7689.597866630977
comp_0521b99d783a,2,Расширения,0.31561222239445197,3944.593097500806
comp_0521b99d783a,3,Enterprise-300,0.0025716319076434287,49.43004819925688
comp_053e3a20cec8,1,Тарифы Webinar СМБ,0.9769707106593444,11273.719909781392
comp_053e3a20cec8,2,Расширения,0.015493887369501354,193.6461164511109
comp_053e3a20cec8,3,Enterprise-300,0.001185541488782574,22.787620871620792
comp_0544b1fa3795,1,Enterprise-100,0.8994869386095461,13353.343675266142
comp_0544b1fa3795,2,Расширения,0.04259901136189244,532.4121002147639
comp_0544b1fa3795,3,Тарифы Webinar СМБ,0.027653028236558533,319.10116812595066
comp_05bd89f0ba32,1,Дополнительные услуги,0.6822053023177862,8311.766642524864
comp_05bd89f0ba32,2,Тарифы Webinar СМБ,0.1484899202993516,1713.4943275329815
comp_05bd89f0ba32,3,Расширения,0.10913035337702759,1363.9358938413975
comp_05f958238d18,1,Расширения,0.8511446589026935,10637.79888183843
comp_05f958238d18,2,Enterprise Total-300,0.048890731363859005,1527.8993482244732
comp_05f958238d18,3,Enterprise Total-500,0.04619862861038536,1939.1104382065748
comp_0604e0e7fc2f,1,Тарифы Webinar СМБ,0.9749226773004885,11250.086699285197
comp_0604e0e7fc2f,2,Расширения,0.015855912363984825,198.17078689488574
comp_0604e0e7fc2f,3,Enterprise-150,0.0013726842501640966,23.03607765623105
comp_06196c65dd6d,1,Расширения,0.7445304168940363,9305.309918223367
comp_06196c65dd6d,2,Тарифы Webinar СМБ,0.1145016636197114,1321.2880087074957
comp_06196c65dd6d,3,Общие Тарифы Webinar Enterprise,0.052138103930546374,3085.3489737723326
comp_062812c8e776,1,Enterprise Total-150,0.760378801118008,18916.444961855977
